,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
81,13993502,1642027612,0x24e0a9636fd6795d1c4c403e5e2f25fcbef96f1d6b93459b8c545e0bc4ceaa0c,13,0xc800dc9fa2e44833ec881fa38117a0b1f7e94a8fe2be1d782e71e859ffb83914,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xa0bd9f30dad7ea2a5daa5f93806966649950712d,1500000000000000000000000000,Chedda Token,CHEDDA,18,426,83287,241429346188,55525,25658215,deprecated,612547
82,13993505,1642027688,0x7fb8b86541f32e0fbe592700b3c2b317ba3987827119f64fa3395e7feb8ed0aa,14,0x3ef5880afbd16bb98933b4c23a2e3056ae4dd2b7f2829207108201b4882b9970,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x61ff7ee1d9a7b8b7b68127c36475423cb08a2976,1500000000000000000000000000,Chedda Token,CHEDDA,18,250,83287,230443929011,55525,15133399,deprecated,612544
248,13994413,1642039743,0x9d32f633262abb0d9ce1ecf5f8f073207c89801ceb3022f32d25b3189dd5f354,16,0xfbdc9d57381f6eb8599cda312cf6a0dce8a0d60a4f6fff395ad62b9c647c83f7,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x64355af6d933a005840d26a79937480cd4c23ca6,100000000000000000000000000,Chedda Token,CHEDDA,18,97,83269,343261269312,55513,24001581,deprecated,611636
264,13994541,1642041490,0x175ee5d4eec136bd3b41b804ca790d924e3cd7b8d834e42e6dd4e9221f9de330,17,0x45009b66688d35a2cefa7cf0c4d708de1310f6918446792f2c792696d3c6585f,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xc3b7d96986886f690ef279857b8a1f26900931a4,170000000000000000000000000,Chedda Token,CHEDDA,18,185,83269,230608677573,55513,10729620,deprecated,611508
280,13994775,1642044693,0x1dd03b8597fa2b27fd729c4d74c29586289fcd27cbf4aaa0b042b02956616310,18,0x769d63084d114c88fad9f406998d7ce4d6f2632ecdece14de8d96ca5f286e02d,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x33e376715bb9cd776bf977326892f620362b1e06,100000000000000000000000000,Chedda Token,CHEDDA,18,270,83269,133874137394,55513,28222518,deprecated,611274
281,13994782,1642044757,0x4b5099d21d2a43fa2d6d2a1f1b057677411388b299195f001009ec09d5b2fa7a,19,0x53584a083cf8b3f6debb8024d8a529f9eeda77ab5980aa717cc82ed656c6253b,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x91962711a4d2e4a830b366ce7276d99001e8564b,100000000000000000000000000,Chedda Token,CHEDDA,18,159,83269,137247814336,55513,12414964,deprecated,611267
282,13994810,1642045107,0xae26a6f58a2c4ba37a495e88a34cf95bfcffb8407d005f41a0242fb0e661eb42,20,0x9d0ebb20cf59416dfba3ffe63f11bd2ffd539a12f1fdb4cddd90a898e9c01a2c,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xbd2d730ccaf5b4587c05a39b55acff3d855ed336,500000000000000000000000000,Chedda Token,CHEDDA,18,113,83287,178155910693,55525,7966560,deprecated,611239
286,13994812,1642045166,0xba7e90af26c708bf9fc132d2f5e094ea23a50dc5e2433d6a55d009fc99198877,21,0x86daf83643a1d41467d5b4f4dfca329b2e4cef5a71413af9258d77323d0203ac,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x216e3dd4b71f2cac69ae760809930d1b6574b2ff,500000000000000000000000000,Chedda Token,CHEDDA,18,36,83287,196258682070,55525,3055188,deprecated,611237
290,13994841,1642045554,0x89a1242cc32b21a8d76b990d1e895a9bc6a83f9b55ecab2ec5d0375d9c723105,22,0x24c9bcdca625f273ddfed095796a92a5a8c19ac5fd05d7213585e5870d3b853c,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x00f4df21bc1a50bc06208f6a00d5d8f2bbc93ae4,1500000000000000000000000000,Chedda Token,CHEDDA,18,179,83251,193387437305,55501,12569615,deprecated,611208
291,13994843,1642045590,0x2888ac22759b0a7d9a9bcb4770a308fb369e02c1a638dff0b031f534f99baa7a,23,0x907b6ae6ab5a665f37ab94f145ac95ec27a947073568d5bd248846307c29a3a2,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x625a181906e85e131eace493f052b1166f1a443c,1500000000000000000000000000,Chedda Token,CHEDDA,18,202,83287,196322157311,55525,16117144,deprecated,611206
298,13995063,1642048326,0xa62fe9a03373cd5c5e875077103a08cb0709fd28624eab5c546538a63ce1bf20,24,0x07534d0ba625642d651ac1539cac2413492db71750308339f5c8ca8126717596,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x5d05f27bd935e3555ed8d04944ddace6c93493cc,128000000000000000000000000,Chedda Token,CHEDDA,18,100,83269,144764672069,55513,10457215,deprecated,610986
302,13995146,1642049492,0x3f2cdcae2ebf682a095797c6597a402724aed4339975282f26c3b9aea6d01fbb,25,0x21bf4dedad2636fdaad224c49dea75e8266ec9d0e49453bcec06e962f8ddaf64,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x9268874456f966c09deef1151ae4b6f06fa0a6fd,100000000000000000000000000,Chedda Token,CHEDDA,18,147,83269,135994360645,55513,11183813,deprecated,610903
312,13995501,1642054428,0x99ca9ab20331b951980387c06314d153fde0fb388b3f72163d58e62d041a5515,26,0x9c480bf90d2b4f591d1176e50163ebd0c1bcb57644c98621169ff6cd1d3b57ac,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x19f8cbd7b52deccc61d83f946cdeca6322425a4e,1500000000000000000000000000,Chedda Token,CHEDDA,18,80,57637,140469671118,38425,5042084,deprecated,610548
313,13995529,1642054837,0xedad0247b0a483c82e5276f6f4f137fa6c856428e89a49a0d539177feef476ce,27,0xe04523163e933d8e3a51b78ef2d321c842cc18c7e1f19785d8868f877d524474,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x8d983f36d313653ede30794bc1735dbf5f0b1b04,12000000000000000000000000,Chedda Token,CHEDDA,18,100,83269,185238455190,55513,8332595,deprecated,610520
314,13995571,1642055526,0x3d9024ee465bd32f05237451172f8e6a7a613f306c16a4eaa66433126b65ab1d,28,0x8df0c2aaf831c5b1f82821df400bf7d0ac660ef948acfc3b1d90e1f7d63744e1,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xf1307418e124f1eef0eda6f3bb540abd3d5db4b6,18000000000000000000000000,Chedda Token,CHEDDA,18,246,83269,140566967840,55513,10807721,deprecated,610478
315,13995584,1642055688,0xa2d2bc1fcf7261ad3379b3d0d257456181c3bde3e3b58877dec3aa4c3a011df6,29,0xb1d63d34467b3355c0cd96373f3d39889b7d108cb8bcb12d1ab6c8fb686c188b,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x9e80715d083b99c2157d20a390b335388df1103c,140000000000000000000000000,Chedda Token,CHEDDA,18,350,57619,114175917096,38413,19169693,deprecated,610465
316,13995591,1642055748,0x40c8ff24fb955231183b684eeb13778a5d6dbecdf58321819cbadb4c9744518f,30,0x6640ca6014bb9eed6ee48f7d80c12e3a334d9495b87b3c0ba265d605ab4f7ac3,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x11aab3a866975d11593510fac24b567bbc210a82,10000000000000000000000000,Chedda Token,CHEDDA,18,169,83269,133515722251,55513,8842357,deprecated,610458
320,13995628,1642056125,0xe8848540bd477d20e241a013c3054037b134eb6d68680b1b639614a74a2ee75e,31,0x562ef936721fc7232f69069f019314de0d4e391c08f62244deab1793b44701bc,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x76f2c01144d69494d305a64409021455a3024560,160000000000000000000000000,Chedda Token,CHEDDA,18,147,83269,120369591244,55513,14896131,deprecated,610421
384,13999294,1642105470,0xfde8956ac1c7fe6b64a935e14579e78bbf5aacb258e6855b22f549c23fcc672b,32,0xf92a706dd3b95b5f58538f8b240b0537c93d00bfcb1cd83e1218e8196ee5bef0,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x2336e0af1afc9d67bbfbc358a5b87a985c31f12b,5000000000000000000000000000,Chedda Token,CHEDDA,18,63,83287,163776624895,55525,4336608,deprecated,606755
556,14000811,1642125775,0x951b402e30b4426e04a786912f1875dec04466e9e9057288b3b943d42a0e1bb9,34,0x20ae130db6b742063ed02b7c9b05978466d9f9399aa21a8506fb45ed58b82e68,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x1d3e1ce1b7d9ae6e918357ebc1afd151b5ca5ba4,2000000000000000000000000000,Chedda Token,CHEDDA,18,65,57619,306192250104,38413,4510845,deprecated,605238
570,14001166,1642130531,0x366aa3ce55896f22ff5eddcae46ae67014a12be3aa0c560604f8765472e07086,35,0xea37ac1c83b3ee095caf4eab14cb02ec2cc4ab714fdcacd9c86b7a0e08161655,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x1d3e1ce1b7d9ae6e918357ebc1afd151b5ca5ba4,5000000000000000000000000000,Chedda Token,CHEDDA,18,197,57637,164761389871,38425,20857722,deprecated,604883
576,14001445,1642133826,0x17093417f405ad62041a5ac91ffdf8a4faecb39e2b1d08935df111085a14b2b6,36,0xa5d80e782dfcfc224b723b04c7ca64aa69d99c54119d99b146ca22f89c9bbdc3,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x84d16be6efef0f0e7a2972472fcbb7320a73bb4b,420000000000000000000000000,Chedda Token,CHEDDA,18,190,83287,169111019895,55525,9562203,deprecated,604604
628,14005777,1642192077,0xa7a6bb9fbc1517ddf23f582d33d277d45d2fc89064601631baaaaa20549347c8,37,0x1fd1afc36616fb608871062b30a19f53890a1fe2b7ec8be85e05956ac67b21b6,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x476341a20b99848ecbe3e0a0f71df650e5684c1e,40000000000000000000000000,Chedda Token,CHEDDA,18,85,83269,182618322787,55513,5638624,deprecated,600272
638,14007127,1642210220,0x1cea82d772a2f3f436cc9970e3e93ca68a78d1903fb8e44c700c87f4059ab2aa,39,0xdde0f580819a8de023e6e10c0272e803cfb6d49c5a83d309a53a8e63f52f94e6,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xd6f6a915f5c1a5ea1a0aded3f9d512f5800b9f75,65700000000000000000000000,Chedda Token,CHEDDA,18,221,57637,152172230357,38425,19745308,deprecated,598922
639,14007157,1642210694,0x85d204e94608ad015dc8ce6b6ef1130e7d4f1530e2b75765ee806fb7bc29da00,40,0xd7c940ccece1a0e45c1217566a96bdaa9df467f9075cbe63b2e57408781c38f1,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x269fd5b4a7d7647db01380380f2c4256fc6aa85a,10000000000000000000000000,Chedda Token,CHEDDA,18,330,83269,157814720851,55513,24232917,deprecated,598892
968,14027989,1642488347,0x3089244da376906e56e54b3e90c27414b0d72ed33da3e10b698795673f864f38,41,0x26720be89d88bdcb942265e0f1237f43ce7a69853c9d3cb74b036b4f423ae5ff,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x151c2c3aaf95e1fd907f435c35df5710147e57dc,64000000000000000000000000,Chedda Token,CHEDDA,18,144,83269,103799560244,55513,11583619,deprecated,578060
1106,14031810,1642539169,0x2732ce48d62400f096e26acbf5cada3f5d902c6038a088f0e04e164dd7ea04b9,42,0x9878205a0fc93fbc7ede5bbfc0219a314ca83a9bc925d27dbdbfab4fc91f1f9b,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xbbfa452a641d8901ac2164ceebc804b613617dd1,12627200000000000000000000,Chedda Token,CHEDDA,18,268,57619,80177826724,38413,23040411,deprecated,574239
1107,14031851,1642539600,0x88e268e50c61a99042b8af4020c63e06ccd74355224544213e6673b92f6c8c56,43,0x432725316b8e568352c0180984e53e66351eb122be9cf631d0c1c531e8bf5fff,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x447ee7ce412d340d1858cc195f456a9d677f87be,492351800000000000000000000,Chedda Token,CHEDDA,18,158,83305,90860117290,55537,17307873,deprecated,574198
1108,14031861,1642539700,0x19c95249f5eca5ea5056a6c1118cc1f8450cf717bb474f08aa44db9a0cbc77a6,44,0x5f05cfc89a290cf722d28dadec1f3bde6924fd46bd0bc57ec948055897e2d92d,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x1a0c043dac0ec71b9c6a10723ced373bb77e2e4c,287564800000000000000000000,Chedda Token,CHEDDA,18,64,83269,115705992153,55513,5564657,deprecated,574188
1158,14032344,1642546236,0x3d40a4f523d10f66f3a6bc103cbe95fb9f285f2736b42d0191a8d384db4c3a13,46,0x49f3889e641e9054a0c7cfbba7fc5fed52d0a17a8a09855795646104de300b0f,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x87aa4f3db0cf6b8524cb666474736daf08d137ee,518819200000000000000000000,Chedda Token,CHEDDA,18,99,83287,147403861164,55525,16549550,deprecated,573705
1159,14032352,1642546370,0x8d39db2d21a22502def443a2e56982cd3ed2f1b0652c528d579851d0c1108878,47,0xb7a8f6409080a5c45e1ece1f6ef0fefd296fdde28030af06c55e771c59b4ccdf,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xbbfa452a641d8901ac2164ceebc804b613617dd1,15000000000000000000000000,Chedda Token,CHEDDA,18,159,57619,160387059479,38413,11940188,deprecated,573697
1168,14032411,1642547167,0x231baf2a4d56eaf2f0b156b9a2d7658eccc4fb3923bf779b1810aace36d4673e,48,0x4ee641c1fe9c250201dea33ccd0ce01a693fb5fc2c22c4f03157f99995ef90a4,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xa5bedc9216565b75f0122b84e5614b8eb79bdcdd,600000000000000000000000000,Chedda Token,CHEDDA,18,122,57637,95089006989,38425,9765951,deprecated,573638
1194,14032653,1642550756,0x90a6d0860e4a65363540065d4b516c25924a9e9fea2c162e0859618cfcd772a1,49,0xb8662bbb4ba5a65f7a1080a407fb13a3bf4c4af1b2d7380cef0c03f41c03cd3e,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x0d5afba27fb018c19f6f294d9b2348030568610a,100700800000000000000000000,Chedda Token,CHEDDA,18,186,83269,111374128078,55513,12026751,deprecated,573396
1198,14032715,1642551498,0xa8ab1c0e9879d0618c1aef2f207088edbc85fb7d6414d20348eef8818db814ca,50,0xbb9b73dad6b05aa88b6dbd84a95e6fba8bc00c6f66bd7172a46351e0460fcbab,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xa5bedc9216565b75f0122b84e5614b8eb79bdcdd,379988092000000000000000000,Chedda Token,CHEDDA,18,107,57655,85530901267,38437,7632504,deprecated,573334
1205,14032749,1642551935,0x8260b0202ba1e248bc4ab1fb592e7bda8b789b1103381e4ba849db5a969da5a4,52,0x5d8a939f34b47d1930a1384b83e1f1fe5753a2d6599ad39546d98758850c746a,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x6b96cafbfb7abdf1ac55d61ac964f916baf4db3e,11000000000000000000000000,Chedda Token,CHEDDA,18,67,57619,88312878300,38413,6477601,deprecated,573300
1245,14033134,1642556892,0xe321b04abcea8be78db12021249da0af5f942e2b87e475a2bc498f66a9b2dc9e,53,0xdd2efe72da7a8663d7ed0e24e26017166f585344cc50de8c97f82ccc787e7095,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xfda361a9967c35365cdd849d2b2da95a8f16c816,500000000000000000000000000,Chedda Token,CHEDDA,18,68,83287,84726859786,55525,4246133,deprecated,572915
1246,14033136,1642556924,0x7a2a6412681f58656f15f30e7640594332eaf1bad95b13a2f1caa8da80fd9c2d,54,0x52978debb9143632c4bc24b24f5ff8b2d35118a73f41ca527b672e933fd8293a,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x4c732510973d095d39dc537b9777532043f6d361,15000000000000000000000000,Chedda Token,CHEDDA,18,183,83269,87654792430,55513,17586375,deprecated,572913
1415,14034703,1642578321,0x338323d75804444086e6aefe666cccef2c9b7fd86135fcff9103b98d23cf3357,57,0x70437d9d98a0f1e09825ebc91af1fda5688d5a116be3bc46790effe66143302d,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x19f8cbd7b52deccc61d83f946cdeca6322425a4e,100000000000000000000000000,Chedda Token,CHEDDA,18,210,57619,88143748378,38413,20747839,deprecated,571346
1518,14037334,1642613506,0xefc9041550d6c024f713595c4604ee406b54675c36626d9ca840b5ba176d6f87,58,0x205da8cd0ffe714ca47713a8e8065d5e97403b39ae2c0bd0d2719275ecc79eec,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xa0bd9f30dad7ea2a5daa5f93806966649950712d,200000000000000000000000000,Chedda Token,CHEDDA,18,279,57619,93765741864,38413,25518775,deprecated,568715
1525,14037381,1642614198,0x0ca736ebd5cb622199f454c9c4f32ca5bcae7082f4ccc1f8feac0b4626e3db4f,59,0x6de2da67cbc8fc4000c34a1d5a1398af180e0adda9a4677b3605e967bd670fca,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x19f8cbd7b52deccc61d83f946cdeca6322425a4e,200000000000000000000000000,Chedda Token,CHEDDA,18,395,57619,156435273455,38413,28458685,deprecated,568668
1526,14037381,1642614198,0x61f676576cfec5581a1709fadc40f1be6235eab916f9bff1953f0e7801622952,60,0x6de2da67cbc8fc4000c34a1d5a1398af180e0adda9a4677b3605e967bd670fca,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x1d3e1ce1b7d9ae6e918357ebc1afd151b5ca5ba4,200000000000000000000000000,Chedda Token,CHEDDA,18,396,57619,156816378308,38413,28497098,deprecated,568668
1566,14037531,1642616232,0x1985e18c63eed24e932c6b85ee46e1ae9ccb49d9552d22aff16ddc0ebe87f3e9,61,0x762248af81460c2ac5f852362b1495f88fb3728c55226567592b591996881f2d,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xbb7426f10877db1ad6a314844ddcc25f491c7e11,100000000000000000000000000,Chedda Token,CHEDDA,18,318,83269,186796794549,55513,27538205,deprecated,568518
1669,14038095,1642623838,0x0e584086e116df6eb0871479147b0008bdfe0e0d896b0da5070be2480ef44269,62,0xcf36eda31a058f7a455fe7432014885684d813772e73463444818b3522ea6b73,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x7cb8cd988d9a5dd35f6be477eb7d9049bf59fe07,51800000000000000000000000,Chedda Token,CHEDDA,18,69,57619,223768871233,38413,6767870,deprecated,567954
1921,14038966,1642634919,0x4c63aab43dde1a98fea9d69207c045a85c40226867e6002a9add39c5e6ea345c,63,0x6fda61f71505fd957ee6331f1507298408e9a2bc37768a75974bd5db2c07742f,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x6be81b0302083d3308bf372101c258402c11c47e,20000000000000000000000000,Chedda Token,CHEDDA,18,205,83269,126982309112,55513,21009528,deprecated,567083
1922,14038971,1642634968,0x1d532d36edb9cb8607c1a9836c78b0d5f249c02a9765735d084bc629335f7b79,64,0xdf9eb76bc85dcd61352c60144a24c6c321369a4eb35c1e9bf93f2bb59dad1ac9,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xc17b1d72f07ae3f63c5484a8f0862763b581c6d9,200000000000000000000000000,Chedda Token,CHEDDA,18,28,57619,138651389264,38413,2098330,deprecated,567078
2025,14039156,1642637478,0xf53c2ef13b0672a46c3ff4b8484033f880cae41e37d735668fa7b240173f797e,65,0xab844f55f16ecdbd7d4c10c5bb832ae43d38c10fe8b61cb40f4f1fcd73b5c841,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x9d06cfb57f8758f340eeca3ace803e0e2e9cf2f6,20000000000000000000000000,Chedda Token,CHEDDA,18,258,57619,112607455288,38413,22314906,deprecated,566893
2120,14039310,1642639602,0x6839ae68e6a94540388945e3c6d72a4b547ab083b4f747c5d73307606ff66af4,66,0xa5c49b52f408a7ab69120de57e640d8781df52cb08a4adbc00c5e3e6e4ee6a9c,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x3015e7f968795bcac85bd15786b5bd57670f0f30,4200000000000000000000000,Chedda Token,CHEDDA,18,74,57619,118399876085,38413,5151210,deprecated,566739
3215,14040818,1642660175,0x80fb681e1edb7a475de42c8eab0a2e3d4959e9c3f6e858d7b3edc42a1b68edab,67,0xb82c0309f4aedefb9d7963a8e8a0c830522a0c23eaa8327d8320e6b7953dcf26,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xc3b7d96986886f690ef279857b8a1f26900931a4,1000000000000000000000000,Chedda Token,CHEDDA,18,88,57601,94799253973,38401,8007132,deprecated,565231
3299,14040883,1642661341,0x0e687e51e45f12d6811301e14da9e3a1e173ee330f232f9f0be438d8ed13ceb4,69,0xc2fb0e0dd6b6c33bf147049f4c9cb67ed855a8ab011cfdd7955414e8ae591421,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x4065e16714ed7acb670053182cdc80321ae4fef8,1600000000000000000000000,Chedda Token,CHEDDA,18,55,57601,152259147324,38401,3262162,deprecated,565166
3321,14040885,1642661393,0xde66422ce6d1430488ca734f59828f98ed861777c3e6ab153fa93c1eddd6dc7a,70,0x07f5b64a138f25cd686e2da6157f9f0b9a67d1cf1fb30cd45f02e40b2ac842b7,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x69049169c5363abeab189d71d3b8c92f5b575ffa,100000000000000000000000000,Chedda Token,CHEDDA,18,155,83269,161294665116,55513,11370176,deprecated,565164
3323,14040887,1642661439,0x157ab8ffa3b62f43321cf6f06d7dd7eb35dad658ae05bb927e552e469bc9fbdb,71,0x75a989111cb1a70f315cd5c12466ea4071c9842ab780964865be9790f502c0a3,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x113edb799a1d9593418ad99868bbf1bb54ed0f22,10000000000000000000000000,Chedda Token,CHEDDA,18,41,57619,161453269014,38413,2477727,deprecated,565162
5919,14046645,1642737387,0x9fa64a4a15eaa0c39a9537f99fe152d55c514589f9012a7c7b39a29504ae3381,72,0x08138e701ffaa3955ea5b89c99f75042c3d5ffd8f17dbc055c77750c9b6a7361,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x3cd751e6b0078be393132286c442345e5dc49699,9500000000000000000000000,Chedda Token,CHEDDA,18,271,57637,206574894341,38425,16780651,deprecated,559404
5920,14046648,1642737438,0xaabb75b6ad24ce638e0ef4990477058b5b5630b444d05c2429b90a6c73749d73,73,0x9ed0399d23b690103d067e272f7dc6c5d8211350def68bb9baa5ab0069f9904b,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x636467b4fc458ed2fd9c4b686e7579ba31136fad,1000000000000000000000000,Chedda Token,CHEDDA,18,312,83251,217351830013,55501,22375977,deprecated,559401
6193,14050999,1642795892,0x8047a99da53869aee312b17d19a147007f4a12a036b64532053210f5315f6e86,80,0x40d477716ff50b8cd2d7f58d9afc6f0664e15f3f98962c4db294c3880a5d13bc,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x3b0fb13303bfb2451cd1e0e44712968fed6d973e,9600000000000000000000000,Chedda Token,CHEDDA,18,221,83269,191286665168,55513,23251628,deprecated,555050
7133,14072585,1643084347,0x2d6e7fe215dd7d9b856ecc7841f2be99e5b60de65d7cb75cc04dcc473005c508,83,0x655538486da6cca21d6c95e79ff45bf34e95aff870f1ef1b9073a64a3646961d,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0xaae48edc5df5ceb8bce5a3896c487054bd388c9c,31000000000000000000000000,Chedda Token,CHEDDA,18,96,83269,92453642080,55513,12538388,deprecated,533464
7140,14072588,1643084377,0x336a9ce1d35a0d0e2d0971017521e4b15a2da5c56a39f2f7473fdb8d00f297e4,84,0x046f9b9e0317be3ef76b3a10e64c28bb5270936ac0e328197f3a6a4b1558d459,0x763cfa5b0eb7bb2e54100010c5a8fc44d1dde714,0x16756ec1deb89a2106c35e0b586a799d0a61837d,0x1d3e1ce1b7d9ae6e918357ebc1afd151b5ca5ba4,31000000000000000000000000,Chedda Token,CHEDDA,18,221,57619,94289785372,38413,25391853,deprecated,533461
